UMAP_1,UMAP_2
4.455913,5.1281877
1.8929727,6.677141
3.021006,4.171804
-1.4953254,9.909102
-1.5657046,8.441241
1.3035016,5.8400626
1.4980755,6.6199355
3.62123,6.4266386
3.9057872,6.4201064
7.67979,8.735287
5.045309,6.6942735
3.3922625,5.6176124
2.3647685,5.1046367
3.1619735,4.6027446
-1.0480547,9.835133
3.0130024,4.2655525
2.23239,3.0860796
4.720085,6.0047097
1.0905764,7.339179
1.7654029,6.2481294
-0.7682147,9.531137
1.5273805,6.955339
4.6345963,7.2585573
7.3552556,8.808711
2.1899166,3.0738702
2.33947,2.9785013
3.4290345,6.034431
6.0039754,5.200511
7.3970723,7.852163
4.158473,4.110693
7.4637566,4.7383337
3.4740477,8.690472
4.1856837,3.891463
1.6259174,4.115225
2.6722918,7.0906186
7.0363693,8.591209
6.572516,8.721268
4.72772,7.0556626
0.9429112,6.400595
1.6165199,4.7381635
-2.0628526,8.962772
3.3177156,4.052621
5.4318094,5.5039124
4.3361945,6.812211
-1.1143678,9.904054
2.0945811,4.2433352
1.995701,4.4086637
1.6927389,7.0913343
2.384804,7.4135838
2.652994,4.480348
1.809282,6.9336348
4.684967,7.110454
2.6375887,3.0584412
6.0721626,4.829292
3.2740214,4.772435
3.160877,5.5449467
5.840783,5.4369044
7.6643753,8.980647
-1.6044153,8.511512
1.1099447,8.064876
8.737312,9.503048
0.16127045,7.600129
2.7469358,6.143067
4.4380484,6.6265545
2.457614,5.0310283
8.668778,8.34441
-1.6545262,8.483347
6.226045,5.0655336
1.499214,7.230434
3.5078092,5.6495523
2.4813952,3.0686598
3.5627134,5.9224257
2.378903,4.59388
1.3843899,6.2471585
4.996142,6.78235
-1.9171793,8.947409
6.609439,4.9290886
1.8623742,6.1554956
1.0858445,6.6144433
7.2303286,9.165319
-0.5559321,9.722067
1.2134755,6.620145
2.5038455,6.3025494
3.4297295,6.248965
2.872475,4.8799653
4.7474556,5.692195
5.3670454,7.9460983
-0.63641495,9.472042
6.9946313,8.753125
3.5909605,6.9654055
3.7309177,4.864154
3.5946624,5.0157776
5.2084975,5.2398653
7.3555512,8.1394415
4.891959,7.04682
3.8097641,3.3548234
4.853127,6.9752192
2.9335837,4.3828754
2.6829872,4.4466147
4.9726586,6.9470325
-1.9496304,8.789714
2.0659719,5.9686856
2.8981948,5.5716567
5.2610865,6.820175
4.443889,5.105438
1.4214749,6.589753
1.3805912,4.838272
2.0850573,2.9389553
-1.6384633,9.886861
4.709972,7.472493
-0.9898714,9.843502
-0.62566555,9.456374
2.5037346,3.0301166
5.125352,4.997002
1.0301208,6.516109
4.527685,7.1341195
0.98578566,7.234163
2.3967211,4.71908
1.9171579,6.4455276
1.6908405,6.1154284
2.0586329,6.4545836
4.6122866,5.854925
1.692799,6.8378105
-1.2823379,9.814943
4.5451217,6.8737397
1.231795,7.74456
2.433903,4.6259437
-1.969428,8.9765415
1.2730248,6.741043
2.7847471,3.132355
-0.3684951,9.792134
-0.5761111,9.662951
5.98166,5.3705378
-0.5763162,9.777392
-0.009458177,7.7515297
2.892519,5.2344055
2.2390661,5.8950324
2.0584807,6.0842624
1.9050386,5.7536783
4.928364,7.2390614
5.007318,4.466711
-2.220208,9.71056
8.661035,9.522949
2.8019893,5.3786144
2.720008,4.9589114
1.4289906,6.231297
2.748209,5.165613
1.3442644,6.618653
-1.5705444,10.006038
-0.39681685,9.755342
2.261949,4.782892
3.2262385,9.666419
4.880686,4.586681
2.623278,5.174662
2.123388,8.124103
2.8110387,4.3151145
-0.9123997,9.700908
-0.055813376,9.4803295
1.6110697,6.890453
7.7417936,4.4908204
1.8790863,5.7509403
6.1941156,5.0037003
-0.88583434,9.665597
2.3824272,5.839482
3.2535684,6.8592114
5.6630645,5.453051
1.2447731,6.931081
3.074337,7.0652175
8.802322,9.323411
1.5296382,6.5373487
1.9065814,7.156206
1.93741,8.086561
-2.0027206,9.830279
1.1124911,5.8784065
-0.6630715,9.556731
6.076165,5.569732
2.5184124,3.1413584
7.621535,9.330322
-2.4317527,9.763637
-0.48966688,9.736178
2.3485432,6.243138
-0.6466403,9.811788
-0.35642934,9.976532
-0.7113398,9.7722645
-1.6053399,8.498262
1.8623577,4.803988
1.7287508,5.034041
4.812355,7.2127614
-0.6598253,9.529195
1.8342797,6.5806923
3.310952,5.618146
-0.64597696,9.877554
5.9458027,5.33438
1.2508312,6.476052
1.4576459,4.9830947
-0.85661125,9.814127
-0.13285424,9.547121
1.3686167,6.7290254
8.820613,9.396299
0.5203464,8.467247
3.7282057,5.026435
3.976158,6.9027815
2.9718566,5.578127
2.7420123,4.7506027
2.773536,7.2344365
3.3569717,7.339288
3.912976,4.9895015
-1.1375368,9.85106
1.5403003,6.72603
6.6096764,9.835909
1.7196958,6.7385163
6.880051,8.897779
1.8810482,9.404797
7.1729927,8.939782
2.4600055,3.0679917
2.1797519,6.0232306
3.6932647,5.904428
1.7642374,4.332022
2.8645523,5.3245344
-2.187743,8.743847
1.4716038,7.0200667
0.8790783,6.6412683
2.4849215,7.990721
1.2377368,6.0001607
6.7119317,4.9963846
-0.80094,9.963575
3.5902498,6.08429
3.9336345,7.0606446
3.6588054,5.074736
4.450322,6.6584306
4.8675933,6.2142086
3.878579,6.27453
3.603071,6.247938
3.1753643,9.239849
1.766665,6.425428
3.8631923,6.3567266
2.609655,3.1975336
2.8384273,4.9820848
-2.4201634,9.812067
8.637106,9.10084
5.978019,6.4090853
3.9143932,5.034596
1.307417,7.1654
2.1338527,6.249429
1.6081924,4.778075
4.720139,7.1412916
2.8122313,6.163622
2.1689818,3.3397803
1.527925,6.734859
6.1011147,5.1566463
1.3378711,7.3273377
2.6279802,5.122798
6.481278,7.13354
4.369292,5.9889264
3.862424,5.1487947
4.17212,6.2671146
2.2718236,5.2752357
2.954436,5.6259055
2.8895342,8.023429
4.0019965,4.13831
5.4031453,3.0679073
0.90459466,6.969319
3.5784385,4.958482
4.058933,6.2195926
2.5490253,5.709022
7.066889,8.646333
0.93473166,7.3784804
2.534942,3.2518158
4.589063,4.9607053
1.3488487,7.383458
2.814252,6.6342106
2.7006252,5.4655457
4.5909343,6.0926876
2.8590367,5.171321
1.1918931,6.77659
1.9069833,7.090943
3.044547,4.790339
8.734837,9.339018
1.6389964,4.9627557
3.5557866,6.360373
2.6378534,3.3978233
3.485034,4.7441063
3.1645896,7.471524
4.884622,6.5792527
3.6412086,6.211373
1.6486555,7.354185
8.709655,9.459233
4.7892523,6.650365
3.6443515,6.1200485
2.9049468,5.1885085
3.9887452,6.2478433
2.5892022,3.429326
2.6778665,4.832949
1.0807347,6.807306
